date,id,tair,tmax,tmin,tw
08-01,82992,0.36838487972508105,-0.17419354838709822,2.035294117647055,
08-01,82994,-0.6535519125683074,0.3452380952380949,0.01666666666666572,
08-01,82996,-1.2817073170731703,-1.230303030303034,0.284848484848478,
08-01,83007,,2.5083333333333258,-0.8062500000000021,
08-01,83033,1.0720000000000063,2.3200000000000003,0.3680000000000021,
08-01,83049,2.2319999999999958,3.3096774193548413,3.3032258064516107,1.700000000000001
08-01,83064,2.135582822085894,2.537254901960786,1.690196078431363,
08-01,83076,2.1854838709677296,2.9410256410256324,-1.790000000000001,
08-01,83090,0.8002450980392162,,1.0659090909090914,
08-01,83096,0.5094252873563292,0.03265306122448308,-0.5738095238095227,
08-01,83097,1.12882882882883,1.7578947368421076,-1.2972222222222207,
08-01,83114,0.6153846153846132,0.815384615384616,0.611538461538462,0.33333333333333925
08-01,83179,0.08510638297870798,,1.8333333333333393,
08-01,83182,-0.34018691588786254,4.11428571428571,2.415151515151516,
08-01,83184,1.8413333333333348,2.1268292682926777,-0.3549999999999951,
08-01,83186,2.039705882352944,,-2.6446808510638284,
08-01,83190,1.366933333333332,,-0.6166666666666671,
08-01,83192,1.08346666666667,1.3439024390243972,-4.0365853658536555,
08-01,83195,1.2760752688171983,1.9560975609756142,0.1075000000000017,
08-01,83222,1.751123595505618,,-0.02592592592592169,
08-01,83228,2.3526717557251793,2.3909090909090978,2.8522727272727266,
08-01,83229,0.5799999999999841,1.3866666666666667,1.8186046511627936,
08-01,83235,2.6791397849462477,2.412500000000005,4.084615384615386,
08-01,83236,-3.3864341085271334,2.0413043478260846,-0.6380952380952376,
08-01,83242,1.0522727272727295,2.4454545454545418,-2.725641025641025,
08-01,83249,1.3007633587786316,1.6227272727272606,-1.2704545454545482,
08-01,83286,-1.4297297297297327,3.6896551724137936,0.7400000000000002,
08-01,83288,2.6280701754385873,2.376923076923074,3.547368421052635,
08-01,83309,2.0278160919540262,3.3591836734693814,2.4764705882352978,
08-01,83332,3.2922413793103473,2.894285714285715,3.079487179487181,
08-01,83334,2.9339805825242635,,2.0354838709677363,-0.04545454545453964
08-01,83339,2.7194244604316467,,2.2347826086956495,
08-01,83358,2.6604810996563515,3.6607142857142847,,
08-01,83361,2.5181208053691364,-6.21632653061225,0.408163265306122,
08-01,83368,2.7900000000000134,2.7928571428571587,-1.354347826086956,
08-01,83376,3.076533333333323,2.6589743589743655,-0.3487804878048806,
08-01,83377,3.140476190476189,2.616071428571434,0.9803571428571445,
08-01,83379,2.785376344086014,2.461224489795921,3.5541666666666654,
08-01,83384,1.4024464831804409,2.2205882352941124,1.4969696969696997,0.3018867924528337
08-01,83386,4.185087719298245,3.5,0.5973684210526375,1.490090090090085
08-01,83393,2.148717948717948,,0.7524999999999942,0.7759420289855079
08-01,83423,2.756140350877189,3.2947368421052587,1.5660714285714281,
08-01,83428,1.9865443425076386,3.0657142857142823,-3.9857142857142875,0.2402515723270504
08-01,83437,3.960382513661198,2.2051282051282115,3.4078947368421044,2.185833333333335
08-01,83441,2.8321839080459768,1.9609756097560904,1.1682926829268254,3.3298245614035125
08-01,83442,2.5435897435897417,3.0137254901960766,0.41346153846153655,0.2883116883116905
08-01,83464,1.6260869565217426,2.581578947368417,0.3789473684210538,
08-01,83470,1.9169642857142968,2.6838709677419317,1.7540540540540572,
08-01,83479,2.582369146005515,2.213888888888885,0.48333333333333073,
08-01,83483,3.254198473282436,,1.9155555555555566,0.6953124999999929
08-01,83488,2.2096692111959193,1.8431818181818151,-0.034090909090911836,0.6395348837209305
08-01,83498,-1.143382352941181,1.7595238095238095,-3.7880952380952415,
08-01,83522,2.5165289256198378,2.81666666666667,0.2800000000000047,
08-01,83526,2.782751937984507,3.601785714285711,1.4965517241379391,
08-01,83536,2.712413793103437,3.7790697674418574,0.12040816326530823,0.7528735632184009
08-01,83538,1.1852459016393588,,,1.1586206896551747
08-01,83557,-0.216438356164403,,,1.5013698630136858
08-01,83565,3.6614035087719365,4.080555555555552,,0.4008620689655089
08-01,83579,2.8637681159420367,,3.6553191489361723,0.4451851851851867
08-01,83587,2.521383647798732,1.741509433962257,3.8716981132075485,0.75
08-01,83589,1.8255319148936273,1.9265306122449033,0.5530612244897934,2.004556354916069
08-01,83592,3.057907542579077,3.413043478260864,2.977777777777778,1.4186567164179102
08-01,83623,-1.6134615384615323,4.545161290322579,2.6457142857142824,2.4904761904761834
08-01,83630,2.698787878787879,3.7803921568627388,2.6999999999999957,0.45357873210634025
08-01,83632,,,,
08-01,83639,2.23823529411764,,0.9805555555555578,1.6474747474747478
08-01,83648,0.9413043478260725,1.0999999999999979,-0.05957446808509914,0.7224637681159329
08-01,83669,2.1421383647798855,4.096226415094346,-0.8020000000000014,0.9307855626326962
08-01,83676,0.61249999999999,4.632727272727273,2.8425925925925934,0.1585526315789494
08-01,83683,1.009333333333327,2.1540000000000035,-1.1359999999999992,1.1009132420091383
08-01,83687,2.2021929824561433,3.0379999999999967,2.862745098039218,0.8284116331096207
08-01,83692,2.1641666666666737,3.1058823529411868,1.2592592592592577,1.8004301075268838
08-01,83695,-0.9976190476190503,2.9658536585365844,0.7547619047619065,-0.1428571428571388
08-01,83696,,2.035294117647055,-0.8962264150943398,
08-01,83698,-0.6896551724137794,-0.5142857142857125,-0.9192982456140442,0.681379310344834
08-01,83718,-0.71086956521739,2.561363636363634,0.8000000000000007,0.09565217391303804
08-01,83726,-0.4429487179487239,2.717307692307692,0.6566037735849104,
08-01,83736,0.6012903225806383,1.8235294117646959,-2.1584905660377345,0.22236842105263221
08-01,83737,,1.0666666666666664,-1.536363636363637,
08-01,83738,-2.653333333333336,,2.25,
08-01,83744,,2.29032258064516,-0.9129032258064509,
08-01,83766,4.309803921568637,4.805769230769236,1.6679245283018833,1.7098039215686356
08-01,83767,4.197727272727274,4.945454545454549,1.5704545454545435,1.4386363636363662
08-01,83781,2.6497076023391806,3.914035087719295,0.43157894736842195,1.034502923976607
08-01,83789,,3.696078431372552,-0.8450980392156886,
08-01,83805,0.3958333333333357,2.318421052631578,3.3540540540540515,1.3343750000000014
08-01,83811,-0.016379310344824205,1.1282051282051277,0.6425000000000001,-0.1922413793103388
08-01,83813,-3.9486486486486534,4.304545454545458,-1.7784313725490177,-3.0632653061224477
08-01,83836,2.5061032863849775,4.416666666666671,1.1472222222222186,1.403286384976516
08-01,83842,3.812345679012344,3.8763636363636387,2.754545454545454,2.5401234567901216
08-01,83844,2.290890269151145,2.115217391304345,2.8851851851851826,1.7070393374741215
08-01,83851,-1.9442105263157856,3.5294117647058805,-0.5529411764705863,-0.41075268817204424
08-01,83897,1.2362068965517388,3.604347826086954,0.32000000000000206,1.2831034482758614
08-01,83907,5.550228310502277,6.677777777777774,2.2377777777777776,4.488356164383569
08-01,83912,2.4412698412698415,5.564444444444444,4.733333333333331,4.006349206349206
08-01,83914,3.2895833333333258,4.716326530612246,2.242857142857142,1.87083333333333
08-01,83916,3.0824561403508746,4.446153846153845,2.7025641025641036,2.5736842105263182
08-01,83919,3.267479674796755,4.136585365853659,2.851162790697675,1.5756097560975668
08-01,83936,6.074468085106387,6.986046511627897,1.6930232558139569,4.735211267605637
08-01,83942,5.020610687022902,5.913636363636364,4.373333333333331,2.628244274809161
08-01,83948,2.9188811188811172,6.320408163265302,-0.09183673469387799,2.4438228438228418
08-01,83964,3.5282238442822376,5.768888888888888,-2.4555555555555557,3.3854014598540214
08-01,83967,4.520261437908493,8.725999999999999,1.3941176470588221,2.745720720720721
08-01,83980,3.5878160919540214,1.8312500000000007,-2.3312500000000025,4.056781609195404
08-01,83985,1.4715686274509707,3.30294117647059,0.30294117647058805,2.686274509803921
08-01,83997,0.9544776119403,-1.0282608695652211,1.6999999999999975,1.1544776119403029
08-02,82024,1.2584033613445378,1.3763157894736864,0.43589743589743435,
08-02,82098,2.245999999999995,2.064,2.562000000000012,1.2126666666666779
08-02,82106,-0.556962025316448,2.042592592592598,0.7301886792452805,
08-02,82141,1.480952380952374,1.2471698113207665,2.1884615384615387,1.0327380952380842
08-02,82145,-0.5965811965811909,0.08205128205128176,1.9738095238095212,0.21367521367522002
08-02,82178,2.237343358395986,,2.715217391304357,1.4844783715012753
08-02,82181,1.8037037037036932,1.1844444444444484,0.8599999999999994,2.1259259259259338
08-02,82184,1.5708029197080329,1.1961538461538552,1.6479166666666707,0.39037037037035915
08-02,82188,1.2154471544715442,0.7179487179487154,1.7128205128205067,
08-02,82191,0.8465069860279364,1.6142857142857139,1.0018181818181766,
08-02,82198,0.6288288288288477,1.4365853658536665,0.7102564102564024,0.7522522522522621
08-02,82212,-0.25238095238097813,1.4300000000000033,0.4846153846153882,
08-02,82246,1.3914893617021278,2.252173913043478,2.2425531914893604,1.2368794326241037
08-02,82263,1.5486111111111107,0.2333333333333485,2.4577777777777747,1.2784722222222378
08-02,82280,1.8416000000000068,1.3304347826086982,2.001960784313731,1.6144000000000034
08-02,82317,1.989058524173032,0.5534883720930281,1.5704545454545418,
08-02,82326,-1.476068376068369,-0.8933333333333309,1.583333333333325,
08-02,82331,0.5912280701754433,1.26250000000001,2.094642857142855,
08-02,82336,0.9830729166666501,1.1317073170731717,1.5794871794871739,0.4692982456140413
08-02,82353,2.0762820512820532,2.3499999999999943,1.1703703703703745,0.6788461538461661
08-02,82361,-0.5553030303030297,1.8999999999999986,-1.5357142857142847,-0.46666666666667567
08-02,82376,0.4951977401129959,1.2523809523809533,1.6162790697674403,0.6918840579709986
08-02,82382,1.349122807017551,1.0166666666666728,1.5263157894736814,
08-02,82392,0.8925925925925924,1.5243902439024382,1.9441860465116285,
08-02,82397,-0.8655038759689866,0.03695652173912478,0.6083333333333343,
08-02,82410,1.023600000000009,1.8866666666666667,2.319148936170212,
08-02,82445,2.793589743589745,2.307843137254892,2.780392156862746,1.2544871794871817
08-02,82460,-0.4731481481481552,-1.1649999999999991,,
08-02,82476,2.4854636591478645,1.8355555555555583,3.6346938775510225,3.3343358395989853
08-02,82487,0.43948717948717686,0.7477272727272677,0.9348837209302303,
08-02,82533,0.4773809523809547,1.3342105263157862,1.3227272727272776,
08-02,82562,2.4303030303030226,1.6068181818181841,1.5642857142857167,
08-02,82571,2.319512195121966,,4.666666666666671,2.367479674796755
08-02,82578,3.120388349514574,,1.2999999999999936,
08-02,82586,0.7410919540229841,1.1285714285714263,1.676190476190481,
08-02,82588,-0.6390625000000085,0.720000000000006,-0.07142857142856585,
08-02,82590,0.9010416666666572,0.1525000000000034,1.1342105263157904,
08-02,82596,-0.4623655913978446,-0.4000000000000057,0.1567567567567565,
08-02,82598,0.676515151515158,0.6318181818181863,1.9909090909090956,
08-02,82610,1.0545171339563986,0.14374999999999716,1.9696969696969653,
08-02,82659,1.6060606060605984,1.539393939393932,1.1545454545454525,
08-02,82668,0.9428571428571502,,1.8029411764705863,-0.01802721088434467
08-02,82676,1.48405797101449,2.963414634146339,1.0,
08-02,82678,1.15968992248062,1.6870967741935559,2.334374999999998,
08-02,82683,-0.5363636363636459,0.48461538461539533,0.8289473684210478,
08-02,82686,1.555652173913053,,2.0977272727272727,
08-02,82689,0.8811320754717151,0.1428571428571459,1.819512195121952,
08-02,82693,-1.2533783783783896,-1.7882352941176443,0.8022727272727295,
08-02,82723,1.8277286135693238,2.267741935483876,1.6162162162162197,
08-02,82753,1.234552845528448,0.8545454545454518,-0.028124999999995737,
08-02,82765,1.9402985074626855,2.6199999999999974,2.0903846153846146,
08-02,82768,2.9126666666666594,3.3100000000000023,1.25,5.082666666666672
08-02,82780,0.1590476190476231,1.1075000000000017,0.20749999999999957,
08-02,82792,-0.45932203389830306,-2.3076923076923066,2.8341463414634163,
08-02,82795,2.2849999999999895,-2.597619047619048,0.06666666666667354,
08-02,82797,-1.364460784313735,-2.5891304347826,0.6195652173913047,
08-02,82798,0.12013888888890278,1.1804347826086925,-0.10444444444444301,
08-02,82807,1.3503703703703742,2.5414634146341513,-0.1297297297297284,
08-02,82861,2.858620689655165,2.754385964912288,3.7810344827586277,1.1356321839080366
08-02,82863,1.270634920634933,2.082499999999996,0.8142857142857132,
08-02,82882,-1.0111111111111128,1.8741935483870975,-0.46999999999999886,
08-02,82886,-0.9672268907563186,0.5255813953488371,1.7340425531914931,
08-02,82890,-0.3793478260869527,-1.9642857142857189,1.3999999999999986,
08-02,82893,0.5637096774193502,,,
08-02,82900,0.023391812865501294,0.5758620689655167,-0.11379310344827687,
08-02,82915,1.075886524822689,3.111627906976743,1.3800000000000026,
08-02,82975,2.0225490196078546,,2.774358974358968,
08-02,82976,3.5142857142857125,,0.2875000000000014,
08-02,82979,1.305303030303019,1.0688888888888854,1.3147058823529427,
08-02,82983,1.2456284153005477,1.1744186046511658,0.4105263157894754,
08-02,82992,1.349645390070929,1.1354838709677466,4.620588235294118,
08-02,82994,-0.06825396825397334,-0.24047619047619406,0.552500000000002,
08-02,82996,-1.296296296296294,-0.5323529411764696,0.5029411764705856,
08-02,83007,,7.381249999999998,1.6770833333333357,
08-02,83033,2.185333333333329,3.039999999999999,0.7880000000000038,
08-02,83049,1.5813333333333262,4.06774193548387,-0.006451612903227044,1.0280000000000022
08-02,83064,2.4672839506172757,2.433333333333337,1.419230769230765,
08-02,83076,2.4531746031746238,2.843589743589753,-1.9475000000000016,
08-02,83090,1.031884057971002,,2.1886363636363626,
08-02,83096,1.8673469387754977,1.526530612244887,-1.4785714285714349,
08-02,83097,1.7184210526315873,1.221052631578953,1.7027777777777828,
08-02,83114,2.41410256410256,3.742307692307687,1.2615384615384606,1.2177489177489171
08-02,83179,0.5247368421052592,,0.33333333333333215,
08-02,83182,-1.1854545454545367,1.8514285714285634,2.3727272727272712,
08-02,83184,0.989333333333331,0.8390243902439067,0.5324999999999989,
08-02,83186,2.4036496350364978,,-0.3043478260869641,
08-02,83190,1.0904761904762026,,0.7690476190476225,
08-02,83192,1.0031746031745996,1.0146341463414679,-1.509756097560972,
08-02,83195,1.5809523809523753,1.2975609756097555,-0.08499999999999375,
08-02,83222,0.9944444444444436,,1.3296296296296326,
08-02,83228,1.6901515151515092,2.0749999999999815,-0.06818181818182012,
08-02,83229,0.9381995133819849,1.1913043478260867,1.7116279069767408,
08-02,83235,2.5653846153846196,2.591071428571432,2.8807692307692285,
08-02,83236,-0.48816793893129784,2.0565217391304387,-0.21666666666666323,
08-02,83242,0.5203562340966883,1.4909090909090956,-1.2717948717948726,
08-02,83249,1.4303030303030226,0.6045454545454518,-0.3340909090909143,
08-02,83286,-0.6770270270270267,2.762068965517244,-0.7720000000000002,
08-02,83288,1.728205128205115,2.1358974358974265,2.1236842105263136,
08-02,83309,1.2954022988505756,2.8204081632652915,4.172549019607846,
08-02,83332,2.194017094017088,1.9771428571428586,0.8923076923076927,
08-02,83334,2.0245098039215605,,-0.16333333333333577,-0.5949494949494998
08-02,83358,2.067368421052638,2.7068965517241352,,
08-02,83361,1.6272930648769588,1.734693877551031,3.8734693877551045,
08-02,83368,3.0801418439716386,3.49285714285714,1.0630434782608713,
08-02,83376,0.5896825396825456,3.197435897435902,-1.7048780487804933,
08-02,83377,1.9602339181286546,,-0.1070175438596479,
08-02,83379,1.8948717948717935,2.6673469387755127,1.8604166666666675,
08-02,83384,1.451713395638624,1.485294117647065,1.8272727272727316,0.27307692307692477
08-02,83386,1.9929824561403429,2.1950000000000003,1.6538461538461569,0.6396396396396469
08-02,83393,2.4126050420168,,1.695121951219516,0.6045977011494266
08-02,83423,1.5751479289940775,2.8754385964912323,1.369642857142857,
08-02,83428,2.4072072072072146,3.4447368421052644,-3.3447368421052612,1.2888888888888879
08-02,83437,2.493442622950809,2.5051282051282016,2.2394736842105285,1.3128851540616253
08-02,83441,2.2730434782608597,3.367499999999989,-0.625,3.2278787878787902
08-02,83442,1.2543209876543209,1.9509803921568576,-0.23846153846154294,-0.3698113207547138
08-02,83464,2.2008547008547055,2.7399999999999842,1.5925000000000011,
08-02,83470,4.434234234234221,2.764516129032252,6.545945945945947,
08-02,83479,2.5141666666666715,2.083333333333343,1.0361111111111114,
08-02,83483,4.100757575757587,,1.5553191489361673,0.17054263565891148
08-02,83488,2.048507462686569,3.9652173913043427,-1.415217391304342,0.060305343511450005
08-02,83498,-0.6868613138686115,0.0023809523809568134,-5.009523809523813,
08-02,83522,3.01294765840219,3.152631578947382,3.4075000000000024,
08-02,83526,2.920542635658915,3.7017857142857125,4.713793103448284,
08-02,83536,2.467785234899317,2.9727272727272727,0.7860000000000014,0.3606263982102931
08-02,83565,4.251754385964915,3.881081081081085,,1.1964912280701796
08-02,83579,3.4614814814814885,,2.357777777777775,1.1901515151515216
08-02,83587,3.345548654244304,4.414814814814807,2.1055555555555525,0.6759493670886094
08-02,83589,0.7053333333333427,3.203921568627461,-0.772549019607844,1.1482993197278883
08-02,83592,1.6818840579710042,2.789361702127664,-1.017391304347834,1.4651851851851916
08-02,83623,0.6929292929292998,5.549999999999994,4.271875,3.602020202020203
08-02,83630,3.7781818181818245,3.5307692307692413,5.505769230769236,0.7364197530864214
08-02,83632,,,,
08-02,83639,1.902803738317747,,1.9486486486486498,1.2939102564102551
08-02,83648,1.724444444444437,3.7749999999999915,0.21555555555556083,1.4096296296296273
08-02,83669,3.8696390658174096,5.24313725490196,0.4750000000000032,1.714069264069252
08-02,83676,1.4999999999999964,5.37037037037037,5.056603773584904,0.05580645161290221
08-02,83683,1.9939189189189186,3.8346938775510253,1.8285714285714292,1.5657471264367846
08-02,83687,3.127450980392144,3.7319999999999993,2.076470588235292,1.3679999999999914
08-02,83692,4.372955974842757,6.67450980392158,4.470370370370373,2.3882352941176475
08-02,83695,-2.2623999999999995,5.322499999999998,1.93809523809524,0.030400000000003757
08-02,83696,,5.096153846153847,-2.048148148148151,
08-02,83698,-1.0310344827586206,3.4446428571428633,1.3789473684210485,0.5737931034482884
08-02,83718,-1.3244444444444454,4.968181818181815,0.6113636363636363,-0.03444444444445338
08-02,83726,-0.11346153846152873,5.156603773584912,3.3500000000000014,
08-02,83736,1.9937106918239067,2.9113207547169786,1.8927272727272726,1.3782051282051277
08-02,83737,,2.6533333333333324,1.1477272727272725,
08-02,83738,-1.826470588235292,,-1.192592592592593,
08-02,83744,,6.421875,1.290322580645162,
08-02,83766,5.375974025974031,4.703846153846165,5.050943396226415,2.175541125541125
08-02,83767,2.112307692307702,0.8209302325581405,0.4279069767441879,1.1007692307692274
08-02,83781,5.161988304093569,5.559649122807016,1.0508771929824565,2.238596491228064
08-02,83789,,7.841176470588241,1.2176470588235304,
08-02,83805,-2.6020000000000074,3.5105263157894733,0.8243243243243228,-0.21100000000000207
08-02,83811,2.2530973451327423,1.8578947368421055,0.36666666666666714,1.9070796460176993
08-02,83813,0.24482758620689715,4.718181818181819,2.3591836734693885,0.8151724137930998
08-02,83836,-0.2888127853881226,-1.5083333333333364,-1.5472222222222225,0.5417808219178006
08-02,83842,3.9207547169811257,4.260377358490558,0.2547169811320771,3.298113207547164
08-02,83844,-0.3433962264150914,-3.141304347826086,0.09811320754716668,0.06792452830188367
08-02,83851,0.9585106382978665,5.532352941176473,3.241176470588238,0.9630434782608663
08-02,83897,0.1691780821917881,-1.110869565217392,-1.4977777777777792,0.2513698630136858
08-02,83907,-3.4253521126760536,-5.410869565217393,-2.6021739130434813,-2.9544600938967083
08-02,83912,-1.0444444444444443,0.7295454545454518,-2.5181818181818167,0.6134920634920658
08-02,83914,-4.6927230046948285,-1.8791666666666664,-4.2166666666666615,-3.1964788732394336
08-02,83916,-5.571794871794873,-1.1725000000000065,-6.095000000000002,-3.8136752136752143
08-02,83919,-4.715885416666678,-0.292682926829265,-5.093023255813955,-3.5359375
08-02,83936,-3.1432624113475107,-5.0046511627906956,-0.8813953488372075,-3.115602836879436
08-02,83942,-4.29846153846154,-0.538636363636364,-5.339999999999998,-2.745128205128209
08-02,83948,-2.052380952380952,0.3551020408163268,-5.241666666666667,-1.743537414965985
08-02,83964,-4.418137254901961,-2.8088888888888928,-3.595555555555552,-4.670098039215682
08-02,83967,-2.8533333333333335,-5.0307692307692236,-1.7711538461538456,-2.669351230425052
08-02,83980,-4.40597701149426,-4.825000000000003,-4.141666666666665,-4.087356321839086
08-02,83985,-3.0051282051282104,-3.785294117647055,-1.5705882352941174,-3.6567307692307676
08-02,83997,-2.343795620437959,-3.793617021276594,-1.5872340425531917,-3.1498783454987844
08-03,82024,-0.7581196581196643,1.0210526315789465,0.8421052631578938,
08-03,82098,1.3833333333333364,1.5259999999999891,0.2780000000000129,1.0533333333333275
08-03,82106,-2.1333333333333364,2.5277777777778,-0.6365384615384535,
08-03,82141,-1.726785714285736,,,-0.13928571428571956
08-03,82145,0.2118840579710124,0.9205128205128226,1.6547619047619087,0.9956521739130508
08-03,82178,1.4015037593985085,,2.2695652173912997,0.9987277353689485
08-03,82181,2.440000000000005,,,2.869629629629621
08-03,82184,1.445012165450116,1.7519230769230774,1.8874999999999993,0.3414215686274531
08-03,82188,1.6056000000000026,0.5874999999999986,,
08-03,82191,0.7053571428571459,1.7714285714285793,1.5259259259259217,
08-03,82198,1.3639639639639611,1.20000000000001,0.7410256410256366,0.9693693693693888
08-03,82212,0.16326530612244738,-0.25384615384614406,1.100000000000005,
08-03,82246,1.0510638297872177,3.1739130434782616,1.2893617021276533,1.2319148936170414
08-03,82263,1.6090277777777722,0.5888888888889028,2.6777777777777843,1.7965277777777793
08-03,82280,2.4000000000000057,1.7478260869565219,1.782352941176466,1.8308000000000035
08-03,82317,0.5068181818181685,-0.2951219512195138,2.1999999999999993,
08-03,82326,-2.9033898305084698,0.5066666666666606,1.7194444444444414,
08-03,82331,1.3561403508771939,1.7574074074074062,2.5944444444444485,
08-03,82336,2.0151041666666707,1.5785714285714292,1.941025641025643,0.5315789473684305
08-03,82353,0.4378205128205188,,,-0.06410256410254789
08-03,82361,-1.3803030303030326,1.4536585365853583,-2.1390243902439003,0.005426356589140369
08-03,82376,1.5597101449275321,1.4976190476190467,1.0285714285714285,1.1307017543859814
08-03,82382,2.864035087719291,1.3047619047618966,,
08-03,82392,-0.1375757575757639,0.524390243902431,1.0186046511627929,
08-03,82397,-0.22499999999999432,0.13404255319148461,0.725000000000005,
08-03,82410,-1.1436000000000028,0.09555555555555983,3.134042553191488,
08-03,82445,2.7006410256410334,1.1411764705882277,3.452941176470585,2.1044871794871796
08-03,82460,-2.19150943396226,,,
08-03,82476,-0.6725190839694584,,,0.7462121212121176
08-03,82487,0.13467741935485478,0.5488372093023308,0.6953488372093055,
08-03,82533,0.7102380952380969,-0.9742857142857204,2.5738095238095227,
08-03,82562,1.2151515151515184,,,
