date,id,prec,tair,tw,tmax,tmin,urmax,patm,pnmm,wd,wsmax,n,cc,evap,ur,ws
08-01,82188,2.2560975609756095,28.32113821138211,25.6747967479675,32.935897435897445,22.041025641025634,80.5047619047619,1012.6226190476189,1013.9772727272729,7.59047619047619,1.148780487804878,9.065789473684212,3.882926829268293,2.6317073170731704,82.45588235294117,1.1170732439024382
08-01,82191,3.554545454545455,27.908536585365837,25.074999999999996,32.41454545454545,22.13518518518519,79.01369863013699,1011.521341463415,1011.7489361702123,8.785714285714286,1.6399999999999995,9.179245283018869,3.475609756097561,2.3777777777777778,81.93877551020408,1.5807692115384613
08-01,82198,2.3800000000000003,27.778378378378367,25.11981981981982,31.446341463414633,23.22307692307692,80.50450450450451,1007.2873873873878,1012.3930232558138,8.79646017699115,3.032743362831861,7.690476190476189,4.854700854700854,2.6711111111111117,82.75675675675676,3.076315763157895
08-01,82212,6.646153846153847,26.650684931506866,24.809923664122145,31.41025641025641,21.83589743589743,86.45,1005.0910569105686,1013.1450980392157,6.699186991869919,0.795597935483871,5.704545454545455,5.49198717948718,1.6175000000000004,87.025,0.8806118076923077
08-01,82246,2.9148936170212765,26.52624113475179,24.77588652482268,31.08913043478261,20.982978723404255,86.3015873015873,993.813475177305,1012.9979591836732,9.46031746031746,1.1251798561151078,7.747619047619049,4.3999999999999995,2.3466666666666667,87.54166666666667,1.0608695869565212
08-01,82263,3.728260869565217,28.862237762237765,25.887412587412584,33.43333333333332,23.10222222222222,79.234375,1012.893846153846,1014.5081632653063,11.5390625,2.0461538461538464,9.270000000000003,2.779577464788732,2.764583333333334,82.61627906976744,2.0118055624999998
08-01,82280,1.630612244897959,27.618548387096766,24.81048387096773,31.180000000000003,22.94313725490196,79.37096774193549,1007.1191999999998,1012.9478260869565,8.305263157894737,2.0802197802197804,8.725,4.814516129032258,2.580392156862745,83.12837837837837,2.1424242121212123
08-01,82317,3.173809523809523,27.52803030303031,25.0425,32.62682926829268,22.35238095238095,82.72115384615384,1008.5461538461539,,11.076190476190476,1.555999407407407,7.032432432432434,4.772222222222222,2.5057142857142867,83.87121212121212,1.573991044444444
08-01,82326,2.682857142857143,27.256779661016935,24.9029702970297,32.81666666666667,21.62222222222222,84.12790697674419,1008.9338709677419,,13.5,1.484539130434782,7.443243243243242,4.389830508474576,2.2468749999999997,84.96551724137932,1.4213179487179488
08-01,82331,3.1145454545454547,28.413372093023252,24.73312101910827,32.89454545454546,23.067272727272723,75.01408450704226,1005.3600000000005,1013.25,8.45774647887324,1.9962823809523815,7.764150943396227,4.084795321637427,3.214583333333334,76.54255319148936,1.9348933571428575
08-01,82336,1.0878048780487806,28.103968253968258,25.345132743362832,32.6125,23.044736842105262,79.85714285714286,1009.5803030303031,,10.326315789473684,1.073240330578512,7.257575757575758,4.249615384615385,3.0705882352941183,80.39393939393939,1.0563675609756094
08-01,82353,0.324,28.434013605442185,24.950684931506864,32.93269230769231,21.67115384615385,75.07086614173228,1001.1898989898995,1009.1511111111108,12.130841121495328,1.3185483870967738,8.288888888888884,2.8354430379746836,2.378571428571429,77.20555555555555,1.2753968571428569
08-01,82361,0.6414634146341464,28.66363636363636,25.334883720930236,34.190243902439015,22.29512195121951,75.5137614678899,1009.7929687499999,1012.9688888888892,15.517857142857142,1.2348484848484844,8.506896551724136,2.928030303030303,3.3404761904761893,76.78472222222223,1.3083333636363632
08-01,82376,0.9238095238095239,28.42288135593221,24.171681415929207,32.87560975609756,21.84285714285714,70.78947368421052,1006.9432203389832,1012.6122448979594,10.522522522522523,2.0429999999999997,9.100000000000001,4.041666666666667,4.576190476190477,72.8125,1.9657407777777776
08-01,82382,0.019047619047619046,28.37610619469026,23.304424778761067,32.95000000000001,21.792105263157897,65.84955752212389,1000.3769911504426,1012.8145833333333,11.645454545454545,1.902777777777777,9.72926829268293,2.2831858407079646,5.609523809523809,68.59210526315789,1.8925925555555563
08-01,82392,0.06363636363636363,29.112962962962975,22.398130841121503,34.69512195121951,20.87674418604651,58.08256880733945,1002.9750000000005,1012.2562499999999,15.254716981132075,1.5932143689320386,9.01219512195122,3.7339449541284404,7.6000000000000005,61.513888888888886,1.5707403823529413
08-01,82397,0.9319148936170214,26.98384615384616,23.10833333333333,30.584782608695644,22.447916666666668,72.40163934426229,1010.881451612903,1014.3775510204079,9.71774193548387,3.2433503225806484,9.315555555555557,3.274,4.870454545454545,75.0592105263158,3.3177496097560977
08-01,82410,1.7,26.337903225806432,24.333620689655177,31.847826086956523,21.13191489361702,84.6923076923077,1003.1799999999997,,12.096153846153847,0.9189463703703704,5.672222222222222,5.238028169014084,1.6861111111111113,84.7265625,0.8404255319148934
08-01,82445,1.1109090909090908,28.291082802547752,25.4375796178344,34.18800000000002,21.622,81.72173913043478,1007.478846153846,1014.15,3.939655172413793,0.8751633986928105,8.068888888888887,3.5152866242038217,2.992156862745098,82.76315789473684,0.8128204615384618
08-01,82460,0.027500000000000004,29.181481481481484,24.401190476190475,34.025,22.128125,67.96428571428571,1009.5416666666665,1013.0090909090908,12.48913043478261,1.8094736842105257,9.090243902439026,3.0925925925925926,4.855555555555556,69.95535714285714,1.85208334375
08-01,82476,0.008,28.630303030303025,22.354545454545452,33.95777777777778,20.228571428571428,58.88636363636363,1001.6535087719299,1012.7571428571428,14.155737704918034,1.6465517241379308,9.333333333333334,2.5185185185185186,4.789583333333334,61.52777777777778,1.7569105609756097
08-01,82487,2.0608695652173914,20.870634920634927,18.562809917355366,24.743181818181814,16.85227272727273,82.29032258064517,918.4103448275858,1014.7099999999996,9.288,2.6589285714285724,6.668888888888888,5.496062992125984,2.4750000000000005,84.34146341463415,2.7806306216216203
08-01,82493,0.26571428571428574,28.46249999999999,22.53052631578947,33.269444444444446,21.617647058823533,62.50515463917526,1012.350515463918,1014.0479166666668,11.232323232323232,3.3685415053763466,8.84857142857143,4.201030927835052,6.805714285714286,67.28125,3.3292223548387105
08-01,82533,1.5071428571428571,27.809420289855076,25.096875000000008,33.900000000000006,21.0609756097561,79.23584905660377,1005.351219512195,1011.9607142857145,8.408,0.7669243870967742,7.734615384615383,3.7487261146496813,3.335714285714286,80.72222222222223,0.7413413773584902
08-01,82562,0.18666666666666665,29.26488549618321,24.099999999999994,34.390697674418604,21.947619047619046,66.13223140495867,1001.1793650793649,1011.6,13.008064516129032,1.3541666666666659,9.46875,2.31231884057971,5.044186046511629,67.15,1.33583325
08-01,82564,0.0,29.52272727272727,23.380468750000006,35.04374999999999,19.786956521739125,61.11363636363637,998.0027397260279,1012.5875,10.767441860465116,1.3803149606299208,9.157894736842106,2.4166666666666665,6.5472222222222225,63.7,1.3046511162790702
08-01,82571,0.46599999999999997,27.901562499999997,21.949218749999993,33.63673469387755,18.582608695652173,60.8828125,995.0804878048783,1012.7687499999998,9.775193798449612,1.7062015503875974,9.100000000000001,2.4318181818181817,6.887755102040816,61.26219512195122,1.769047690476191
08-01,82578,0.007894736842105263,28.554368932038827,22.34444444444444,34.16756756756756,20.28055555555555,59.90425531914894,1004.6488095238097,1014.7382978723404,11.021052631578947,1.6879991578947364,10.052777777777777,2.404255319148936,5.98235294117647,63.42857142857143,1.6144658181818181
08-01,82586,0.509090909090909,27.654700854700863,21.223214285714278,32.42564102564102,21.453658536585365,57.85470085470085,988.3705882352941,1012.0521739130435,11.252100840336135,2.828971764705884,8.65,4.2899159663865545,6.611428571428572,59.7027027027027,2.775225475
08-01,82588,0.36666666666666664,27.962686567164184,22.154032258064518,33.291999999999994,20.936734693877547,62.525925925925925,1009.5059829059829,1015.2782608695654,11.359712230215827,3.1402227338129527,8.802083333333334,4.24290780141844,6.749999999999999,66.29787234042553,3.1534722083333335
08-01,82590,0.4790697674418604,28.436734693877547,22.004301075268806,33.02380952380953,21.999999999999993,58.23232323232323,1002.0559999999998,1008.1117647058828,12.833333333333334,3.963799607843139,8.811904761904762,4.341584158415841,9.461538461538463,61.86805555555556,3.9045726216216208
08-01,82596,2.3324324324324324,25.510638297872344,22.771276595744684,28.686111111111114,20.656756756756764,79.625,1007.6078651685394,1015.2934782608694,14.126315789473685,3.936408842105267,6.558823529411764,5.742105263157895,4.058064516129032,82.85606060606061,3.946497363636365
08-01,82598,2.2790697674418605,25.8359375,23.0576923076923,28.290909090909086,21.00232558139535,78.47967479674797,1010.5152,1015.3416666666666,14.724409448818898,4.646351496062994,8.451219512195122,5.55,4.841860465116278,79.82142857142857,4.530756886363636
08-01,82610,2.0647058823529414,26.424528301886788,23.721505376344084,33.561290322580646,19.1625,81.64044943820225,993.021052631579,,3.157303370786517,0.23867924528301887,7.08,4.490291262135922,2.9521739130434783,82.41071428571429,0.21203702777777778
08-01,82659,0.03636363636363636,27.67474747474748,20.81263157894737,34.31212121212121,16.806060606060605,55.0,986.4707070707068,1012.2571428571431,11.272727272727273,1.2939972549019603,9.47878787878788,1.6691919191919191,9.665624999999999,59.32575757575758,1.3106640294117642
08-01,82668,0.25142857142857145,27.239795918367342,23.585714285714282,33.87272727272727,17.951515151515146,75.12048192771084,991.3148514851481,1013.14,9.951807228915662,1.530612244897959,6.917241379310344,2.513861386138614,3.321212121212121,79.17708333333333,1.5833332941176468
08-01,82676,0.2926829268292683,28.12608695652174,21.126373626373628,34.03,18.505,55.83695652173913,991.9324324324323,1012.9767441860466,12.632352941176471,1.7746031746031736,10.067499999999999,2.1952380952380954,5.9135135135135135,59.3984375,1.8416666818181822
08-01,82678,0.1558823529411765,29.576744186046504,20.738095238095237,34.97096774193549,22.484375000000004,45.85057471264368,999.2045977011496,1014.7530612244901,11.436781609195402,2.4947632183908044,10.1125,2.958823529411765,12.280645161290321,45.63392857142857,2.524162793103448
08-01,82683,0.39999999999999997,26.877647058823523,19.651219512195123,32.15897435897436,19.578947368421055,52.83529411764706,968.9348484848483,1015.012903225806,12.524390243902438,3.2359336585365854,8.794117647058824,3.2294117647058824,9.005882352941176,53.03333333333333,3.2603224999999996
08-01,82686,0.11904761904761903,27.811607142857138,20.54504504504504,32.57380952380952,20.66976744186046,53.11504424778761,989.6991150442476,1014.4933333333331,13.554545454545455,3.452727272727277,9.504878048780489,3.75,8.1375,53.73026315789474,3.1885964736842105
08-01,82689,0.20681818181818185,27.128703703703714,20.624271844660196,32.093023255813954,19.020454545454548,56.2962962962963,987.7256410256415,1014.8375000000002,10.81651376146789,2.6207431192660557,8.883333333333335,3.4509345794392523,6.914634146341465,57.44736842105263,2.704936794871794
08-01,82693,0.15098039215686274,27.312751677852344,20.688815789473676,32.00588235294118,20.23181818181818,56.41059602649007,988.6822580645161,1014.3956521739133,12.861842105263158,4.385234899328862,8.206382978723402,4.190789473684211,8.707500000000001,59.254901960784316,4.554333360000002
08-01,82723,0.581081081081081,27.258928571428584,24.147422680412376,33.83666666666667,19.819444444444443,79.65882352941176,1005.0156862745096,1013.1323529411762,11.119047619047619,1.2254039639639636,7.884000000000001,3.4747706422018347,2.7035714285714287,80.54464285714286,1.2080129999999996
08-01,82753,0.7121212121212122,24.86249999999999,18.75,29.960606060606064,18.634375,57.96153846153846,963.7038961038965,1015.8857142857142,11.118421052631579,3.665627894736842,8.181249999999999,4.731481481481482,7.13,58.875,3.640150148148147
08-01,82765,0.7145454545454545,29.27499999999999,21.224264705882348,34.77391304347827,19.588461538461537,49.338235294117645,991.5947761194028,1015.7723404255319,8.784615384615385,1.5653225806451603,9.660416666666665,2.2279411764705883,7.948936170212766,51.13333333333333,1.6103174285714286
08-01,82768,0.6325,28.75714285714286,20.81958762886598,33.937499999999986,19.778947368421054,48.96938775510204,983.0224489795916,1012.615,8.142857142857142,1.1551020408163264,9.248648648648649,1.5816326530612246,7.564102564102563,51.64393939393939,1.1343137941176469
08-01,82777,0.2097560975609756,24.863809523809522,18.60099999999999,29.95128205128205,18.063414634146348,56.46666666666667,951.1680412371136,1015.1297297297297,13.841121495327103,5.895965360824742,9.42051282051282,2.9080188679245285,10.560000000000002,59.348684210526315,5.851872057142857
08-01,82780,0.06999999999999999,28.395238095238092,20.19509803921567,33.919999999999995,19.767500000000005,48.114285714285714,989.897619047619,1016.5999999999999,13.123809523809523,2.846907276190476,9.438235294117645,1.9174757281553398,9.829411764705881,47.55263157894737,2.9085691842105263
08-01,82784,0.2135135135135135,26.100000000000005,19.87628865979382,31.143243243243248,19.34594594594595,57.80808080808081,968.4989999999995,1014.8061224489793,12.63,2.417588400000001,8.889189189189189,3.8475,7.679411764705883,59.463235294117645,2.510674470588235
08-01,82792,0.5714285714285714,23.253389830508468,19.340336134453786,27.966666666666672,15.61951219512195,70.24786324786325,947.6730434782605,1015.6186046511626,12.083333333333334,2.4406250000000003,6.925000000000001,4.983050847457627,5.962162162162163,72.3076923076923,2.5545454545454542
08-01,82795,2.3268292682926828,21.84745762711864,19.384482758620692,25.328571428571422,17.809756097560975,80.67796610169492,954.184426229508,1017.2391304347826,12.75,3.257409586776863,5.447368421052633,6.878,2.975757575757575,83.76875,3.3063851219512195
08-01,82797,2.075,22.72910447761194,19.865671641791046,26.27659574468085,18.21111111111111,77.85925925925926,968.7222222222217,1016.6511627906976,14.644444444444444,3.479858805970154,5.765,6.916666666666667,3.1314285714285712,80.31111111111112,3.378011688888889
08-01,82798,5.144897959183673,25.671232876712345,22.795774647887338,28.247826086956525,21.252173913043475,78.08391608391608,1014.2603053435117,1017.7391304347827,14.46923076923077,3.009572307692311,6.79767441860465,6.22945205479452,3.668750000000001,79.86666666666666,2.995026
08-01,82807,0.6860465116279071,25.739259259259267,22.799166666666675,32.7404761904762,18.794736842105266,79.54128440366972,996.0833333333334,,9.648148148148149,0.48762125,7.186486486486489,4.181481481481481,2.7466666666666657,80.4375,0.4419806511627907
08-01,82861,0.17500000000000002,29.005747126436788,24.04597701149424,35.626315789473686,19.164912280701753,65.62962962962963,993.7918518518522,1009.9063829787235,11.30817610062893,2.1066666666666665,9.311111111111112,1.614367816091954,5.817647058823529,67.99074074074075,1.9561403333333336
08-01,82863,0.0,27.974603174603164,21.787804878048785,34.985,18.875609756097553,59.125,992.2441666666663,1013.1588235294118,8.033333333333333,1.4482006349206349,9.146341463414634,1.8134920634920635,6.202439024390244,63.1875,1.4283594285714283
08-01,82882,0.016129032258064516,26.79718309859155,19.619999999999997,31.683870967741935,20.26896551724137,53.098591549295776,972.2647058823527,1014.735,11.357142857142858,4.962269142857146,9.541935483870967,1.943661971830986,12.751724137931033,53.38,5.02662072
08-01,82886,0.4431818181818182,24.93916666666666,19.527499999999996,29.50487804878049,19.05454545454545,62.02564102564103,975.2044444444447,1016.2833333333334,13.766666666666667,4.218333333333338,7.507317073170732,5.336134453781512,8.51025641025641,62.896341463414636,4.3348320000000005
08-01,82890,3.440476190476192,21.112499999999994,18.512087912087914,25.65476190476191,16.323809523809523,80.69148936170212,939.7624999999999,1016.95,13.086021505376344,3.640118709677423,6.684615384615386,5.71875,2.730769230769231,81.77272727272727,3.583298575757576
08-01,82893,5.555319148936168,19.286991869918698,17.75081967213114,22.499999999999996,15.8175,87.10743801652893,924.1070707070706,1016.3242424242426,14.64516129032258,3.6326086956521775,4.523684210526315,8.191919191919192,1.0864864864864867,89.86805555555556,3.4828431176470596
08-01,82900,9.56551724137931,24.720710059171598,22.26802325581396,27.50344827586207,20.75172413793103,81.61627906976744,1015.7115942028988,1016.6306122448979,13.837662337662337,2.6143050000000025,5.880392156862744,7.150326797385621,2.8899999999999992,83.125,2.518603596153846
08-01,82915,0.9297872340425533,25.291428571428565,21.844444444444456,32.802325581395344,17.588888888888885,75.88495575221239,995.4488000000001,1013.3568627450974,8.973214285714286,0.9806318248175181,7.48222222222222,4.483812949640288,3.2048780487804884,77.46052631578948,0.9592423260869565
08-01,82970,0.20512820512820512,27.635576923076922,20.965346534653456,33.971052631578935,17.130000000000003,55.415841584158414,980.5726415094342,1013.4644444444444,11.787878787878787,1.6020202020202015,9.816666666666668,2.0754716981132075,7.782500000000001,59.88636363636363,1.6362745588235295
08-01,82975,0.5523809523809524,29.184615384615388,20.83402061855671,33.89285714285714,19.57142857142857,49.819148936170215,975.7336538461536,1013.6114285714284,16.71,1.260824742268041,9.783333333333333,2.205607476635514,6.992857142857144,47.73529411764706,1.3023148055555556
08-01,82976,0.42857142857142855,25.320289855072474,18.30597014925373,31.308333333333337,15.820833333333333,52.81159420289855,956.3376811594205,1015.405882352941,13.26086956521739,2.406307058823529,9.311538461538463,2.8152173913043477,8.376,53.708333333333336,2.31791096
08-01,82979,0.018604651162790697,26.302325581395337,19.75333333333334,30.728888888888893,19.57058823529412,54.76923076923077,970.3392307692305,1015.3489361702128,9.135135135135135,2.399341481481482,9.441935483870969,3.1576923076923076,8.116666666666667,56.84090909090909,2.2929818461538467
08-01,82983,0.2840909090909091,25.35785123966942,19.17685950413222,30.072727272727274,19.286842105263162,57.25409836065574,973.998039215686,1015.9795918367348,13.346153846153847,4.111420384615387,8.605263157894735,4.6967592592592595,8.864864864864867,58.455128205128204,4.101480722222223
08-01,82990,1.237037037037037,24.764788732394358,21.910447761194025,28.743999999999996,19.349999999999998,79.125,1014.4027777777778,1019.7487179487182,7.958333333333333,1.713948888888889,5.792307692307692,6.830985915492958,3.3391304347826085,81.86,1.8528099259259259
08-01,82992,4.539393939393939,22.564948453608253,20.31649484536083,25.9741935483871,18.164705882352944,82.0625,985.1298850574713,1017.44,10.890243902439025,2.120618556701031,4.943333333333333,7.329896907216495,2.290322580645162,85.12121212121212,2.1176767575757576
08-01,82994,9.5425,24.38688524590164,21.82561983471075,27.054761904761904,20.183333333333334,79.99186991869918,1008.880555555556,1015.629268292683,13.340425531914894,3.1585106382978734,5.786486486486487,7.430894308943089,2.7666666666666666,80.78571428571429,3.34895840625
08-01,82996,11.112500000000002,24.63170731707317,22.228048780487807,26.830303030303035,20.91515151515152,81.21951219512195,1012.1292682926827,1018.2249999999999,13.903614457831326,4.713253012048193,5.778571428571428,5.903614457831325,4.573333333333334,82.42391304347827,4.593939424242425
08-01,83007,2.889583333333334,19.79714285714286,17.09142857142857,23.991666666666674,15.006250000000001,77.17142857142858,,,,,,3.3529411764705883,1.8000000000000005,80.31818181818181,
08-01,83013,0.0,,,25.46923076923077,12.607692307692307,,,,,,,,2.7205128205128215,,
08-01,83033,0.0,29.227999999999994,20.408333333333324,35.78,19.631999999999998,43.9054054054054,981.1833333333333,1012.3166666666666,8.691176470588236,2.1153905882352944,9.712000000000002,1.8533333333333333,8.904761904761905,46.84,2.120964695652174
08-01,83049,0.256,18.901333333333334,15.733333333333333,24.99032258064516,10.296774193548389,74.70666666666666,,,17.708333333333332,1.3888888888888888,6.499999999999999,3.5733333333333333,2.7161290322580642,79.48269230769232,1.3888887916666668
08-01,83064,0.19636363636363638,28.46441717791411,20.898757763975155,35.16274509803922,18.809803921568637,50.41717791411043,986.55935483871,1012.821276595745,11.01840490797546,1.2197014634146335,9.793617021276596,2.1957317073170732,8.115999999999998,51.42788461538461,1.1689289999999999
08-01,83076,0.00975609756097561,25.91451612903227,18.375438596491225,32.65897435897437,13.690000000000001,50.28,964.46880733945,1015.1795918367347,9.790909090909091,1.549090909090909,10.275757575757577,3.3464566929133857,7.68157894736842,52.06707317073171,1.5504504324324324
08-01,83090,2.3022727272727272,22.133088235294117,19.188095238095237,26.425,16.43409090909091,78.0,963.8396946564883,1017.3274509803922,13.075187969924812,2.40168067226891,5.122222222222221,6.900735294117647,2.612820512820513,81.03888888888889,2.4666666097560976
08-01,83096,3.329166666666667,25.15724137931034,21.991911764705883,27.267346938775518,21.573809523809523,76.27397260273973,1016.6506849315067,1017.4156862745094,12.48951048951049,2.544736320000002,6.361702127659577,5.032534246575342,4.1000000000000005,76.58163265306122,2.5076441428571434
08-01,83097,3.392307692307692,24.17117117117117,21.553000000000008,27.842105263157894,19.897222222222222,80.73214285714286,1014.2642857142856,1017.1372549019608,13.147368421052631,2.468004819277108,5.3825,5.035714285714286,2.703333333333333,82.91447368421052,2.3454146896551724
08-01,83114,0.3538461538461538,22.584615384615386,19.299999999999997,26.584615384615383,17.888461538461538,73.01298701298701,1019.9818181818181,,9.74074074074074,3.081481481481481,7.146153846153846,3.717948717948718,4.311111111111111,74.38,3.9111111111111114
08-01,83179,0.0,26.56489361702129,18.940909090909102,32.3625,16.46666666666666,50.202127659574465,968.9636363636369,1014.2863636363637,8.154761904761905,2.261904761904762,9.856250000000001,2.161111111111111,7.71111111111111,51.96296296296296,2.367241379310345
08-01,83182,0.016216216216216217,22.540186915887862,17.084158415841582,27.58571428571429,15.084848484848484,60.401869158878505,933.3242990654202,1017.1139534883721,12.352380952380953,4.93882352941177,8.091666666666669,5.228971962616822,7.5600000000000005,62.52205882352941,4.9444445
08-01,83184,1.5047619047619047,18.092,15.794782608695654,22.27317073170732,14.354999999999995,81.12,905.0271999999995,1017.792156862745,12.136,3.86362432,5.225806451612904,6.804,3.161538461538461,82.425,3.8245456976744188
08-01,83186,1.451111111111111,22.360294117647054,18.98015873015873,26.320930232558133,17.14468085106383,74.4,962.8394160583937,1016.8340425531919,11.982905982905983,3.6996482051282085,5.451515151515152,7.322992700729927,4.802702702702703,75.3465909090909,3.601401825
08-01,83190,2.541463414634146,21.9664,19.579661016949153,26.17777777777778,17.71666666666667,81.824,976.5975999999995,1018.8627450980392,12.63,2.2599999999999993,4.418181818181819,7.014,2.0628571428571427,85.23214285714286,2.266666705882353
08-01,83192,4.058536585365854,23.983199999999997,20.387931034482758,28.256097560975604,17.136585365853655,73.92,1000.6907216494844,1018.0352941176473,13.096,3.39046048,5.333333333333333,5.996,3.375,76.70833333333333,3.2832787619047616
08-01,83195,4.112499999999999,22.957258064516136,20.703508771929826,26.243902439024385,18.4925,82.36290322580645,993.3000000000004,1017.9960784313726,12.669354838709678,2.499797024793388,5.356097560975609,5.591463414634147,2.7487179487179496,84.75,2.380522951219512
08-01,83221,2.367857142857143,22.417647058823533,20.376712328767113,26.13703703703704,17.744827586206892,83.9186046511628,992.2150000000003,1018.9215686274507,14.571428571428571,3.193649999999999,3.0533333333333337,6.325581395348837,1.7520000000000002,85.30357142857143,3.113819631578947
08-01,83222,5.68529411764706,22.298876404494383,20.196341463414637,25.190476190476197,17.92592592592592,83.10112359550561,993.8148148148147,1019.3705882352941,14.172413793103448,2.9716578461538474,5.234375000000001,6.588068181818182,2.4290322580645163,86.4375,3.049275304347826
08-01,83228,0.0,27.34732824427482,19.851181102362197,34.1090909090909,17.647727272727273,50.234375,986.0873949579834,1012.9916666666667,10.421875,1.8965221374045806,9.897674418604652,2.5095419847328246,8.79302325581395,53.145348837209305,1.91429275
08-01,83229,4.740909090909091,24.086666666666684,21.71984126984127,26.313333333333333,21.081395348837205,81.08888888888889,1012.4110236220473,1019.2291666666669,13.144927536231885,2.094741739130436,5.906382978723403,5.436594202898551,2.5902439024390254,81.79444444444445,1.998775673913044
08-01,83235,0.0,25.95419354838709,18.369798657718125,31.787499999999998,18.915384615384614,46.91447368421053,947.4483870967748,1013.9595238095238,4.4,1.3158565161290319,8.693103448275862,1.8311688311688312,9.218181818181817,48.71590909090909,1.2905685892857142
08-01,83236,0.0,25.136434108527133,17.734999999999996,32.458695652173915,15.138095238095238,49.78125,963.9479338842972,1014.5641025641028,15.409448818897637,1.565362834645669,9.714634146341462,3.0393700787401574,6.655555555555553,52.98571428571429,1.5615159583333333
08-01,83242,2.434090909090909,22.214393939393936,18.955284552845544,26.15454545454546,17.025641025641026,75.54545454545455,969.0976000000003,1018.3392156862744,16.553030303030305,1.5443084848484836,5.122857142857143,7.167910447761194,3.2585365853658534,77.56547619047619,1.5510441333333334
08-01,83244,1.6800000000000002,23.441791044776124,19.610937499999988,28.078571428571433,15.476923076923072,71.8731343283582,988.7843541970806,1017.9382978723405,11.950495049504951,2.1653465346534646,4.870270270270271,6.877737226277373,3.9937499999999995,73.58888888888889,2.097058794117647
08-01,83249,4.381395348837208,23.09923664122137,20.742975206611572,26.777272727272738,17.07045454545455,81.7557251908397,1002.8683168316833,1018.6862745098039,9.104,1.655679359999999,5.04,5.652671755725191,2.226829268292683,85.07954545454545,1.6155548809523812
08-01,83286,0.0,23.72972972972973,17.82923076923077,30.310344827586206,14.16,56.5945945945946,950.1459459459458,1015.8857142857144,12.983870967741936,2.273978064516128,9.582758620689656,1.5912162162162162,6.810526315789472,56.43055555555556,2.2111110833333334
08-01,83288,0.0,26.405263157894744,18.4047619047619,31.923076923076923,17.052631578947366,47.71052631578947,965.3771929824561,1014.8235294117648,15.991228070175438,1.5275919298245608,9.44102564102564,1.8399122807017543,8.01764705882353,49.07051282051282,1.5602176666666667
08-01,83309,1.0075471698113208,25.60551724137931,19.485950413223136,33.34081632653062,16.823529411764703,59.94308943089431,982.1892086330937,1014.1039215686275,13.0,1.1460664748201437,5.983333333333333,2.125,5.90909090909091,62.63414634146341,1.1423163191489363
08-01,83332,0.0,24.207758620689653,17.049122807017547,29.205714285714286,17.72051282051282,48.24786324786325,923.8649572649572,1013.6803921568628,6.341463414634147,1.9295030894308938,8.53,3.4634146341463414,10.568421052631578,48.467948717948715,1.9216077560975613
